Train Loss,Valid Loss
1.3951523303985596,1.7320301532745361
1.1427559852600098,2.80610728263855
0.9785096049308777,2.00239634513855
0.8848143219947815,1.6642801761627197
0.8190081715583801,1.4802275896072388
0.7658836245536804,0.764421284198761
0.7271223664283752,0.7635499238967896
0.6982086300849915,0.7635499238967896
0.6768826246261597,0.7635499238967896
0.661508321762085,0.7635499238967896
0.6506595015525818,0.7635499238967896
0.6431231498718262,0.7635499238967896
0.6369830369949341,0.7635499238967896
0.6320947408676147,0.7635499238967896
0.6280404925346375,0.7635499238967896
0.6253166794776917,0.7635499238967896
0.6238740086555481,0.7635500431060791
0.6219278573989868,0.7635588049888611
0.6209385395050049,0.7635983228683472
0.6199033260345459,0.7636051177978516
0.6190175414085388,0.7636913061141968
0.6183002591133118,0.7637535929679871
0.6177448034286499,0.7636550664901733
0.6173338890075684,0.7636664509773254
0.6170170903205872,0.7636800408363342
0.6166963577270508,0.7637010812759399
0.616378664970398,0.7637352347373962
0.6161376237869263,0.7637901306152344
0.6159646511077881,0.7638604044914246
0.6158284544944763,0.7639280557632446
0.6157034039497375,0.7639694809913635
0.615576446056366,0.7639794945716858
0.6154589056968689,0.7639690041542053
0.6153647303581238,0.7639548778533936
0.615292489528656,0.7639308571815491
0.6152437329292297,0.7638994455337524
0.6151890754699707,0.7638686299324036
0.6151211857795715,0.7638447284698486
0.6150637269020081,0.7638325095176697
0.6150186061859131,0.763830304145813
0.6149799823760986,0.7638335824012756
0.6149459481239319,0.7638441324234009
0.6149123311042786,0.7638631463050842
0.6148768067359924,0.7638857364654541
0.6148433685302734,0.7639083862304688
0.6148102879524231,0.7639347314834595
0.6147955656051636,0.7639384865760803
0.614762544631958,0.7639463543891907
0.6147444844245911,0.7639560699462891
0.614723801612854,0.7639667987823486
0.6147036552429199,0.7639790773391724
0.6146851181983948,0.7639915347099304
0.6146684885025024,0.7640038728713989
0.6146508455276489,0.7640175819396973
0.6146314144134521,0.7640344500541687
0.614611029624939,0.7640519142150879
0.6145926713943481,0.7640711665153503
0.6145951151847839,0.764069139957428
0.6145783066749573,0.7640487551689148
0.614547610282898,0.7640393972396851
0.6145371794700623,0.7640372514724731
0.6145232319831848,0.764038622379303
0.6145099997520447,0.7640429735183716
0.6144971251487732,0.7640431523323059
0.6144816875457764,0.764045000076294
0.6144683957099915,0.7640464305877686
0.6144571304321289,0.7640430927276611
0.6144445538520813,0.7640435695648193
0.6144315600395203,0.7640403509140015
0.6144194602966309,0.7640403509140015
0.6144080758094788,0.764039158821106
0.6143970489501953,0.7640407681465149
0.6143876910209656,0.7640385031700134
0.6143842935562134,0.764042854309082
0.6144092082977295,0.7640299201011658
0.6145546436309814,0.7640479207038879
0.6149314641952515,0.7639997601509094
0.6146291494369507,0.7639945149421692
0.6144714951515198,0.7640031576156616
0.6145288348197937,0.7639801502227783
0.6144322752952576,0.7639445066452026
0.6144103407859802,0.7639360427856445
0.6144577860832214,0.7639592289924622
0.6143555045127869,0.7639546394348145
0.6144161820411682,0.7639485597610474
0.614346444606781,0.7639455795288086
0.6143409609794617,0.7639316916465759
0.6143598556518555,0.7639395594596863
0.614314615726471,0.763952910900116
0.6143064498901367,0.7639603614807129
0.6143219470977783,0.7639598846435547
0.6142807602882385,0.7639557719230652
0.6142736673355103,0.7639562487602234
0.6142763495445251,0.763964056968689
0.6142387390136719,0.7639734148979187
0.6142358779907227,0.7639808058738708
0.6142284870147705,0.7639850378036499
0.6142014861106873,0.7639927864074707
0.6142109632492065,0.7639872431755066
0.6141896843910217,0.7639803290367126
